model,n_clusters,silhouette_score,inertia,calinski_harabasz_score,davies_bouldin_score
kmeans,3,0.5494060755055178,4348.018327701238,204.87118724129735,1.029149675119066
kmeans,5,0.46665243885099666,3138.5742502770763,207.77753749007942,0.7291933545569963
kmeans,4,0.4584101342413769,3657.1272806742886,205.53557756765173,0.9694493376522735
kmeans,6,0.2735037998138751,2723.0125163565594,212.27962661957818,0.9714645515012031
