product_id,product_name,category,warehouse_location,stock_status,selling_price,original_price,discount_rate,rating_score,review_count,cumulative_units_sold,latest_snapshot_date,avg_daily_units_sold,avg_daily_revenue,total_period_revenue,avg_discount_rate,avg_rating_score,avg_review_count,stock_availability_rate,observation_days,sales_volatility,segment_id
3133027321,Giày thể thao Nike Court Borough Low Recraft Big Kids' Shoes,Giày thể thao,Tây Ninh,Còn hàng,1529000,1529000,0.0,4.0,4,18,2026-03-20,0.034482758620689655,52724.137931034486,1529000.0,0.0,4.0,4.0,1.0,29,0.18569533817705186,0
3133029093,Giày thể thao Nike Winflo 11 Men's Road Running Shoes,Giày chạy bộ nam,Tây Ninh,Còn hàng,2929000,2929000,0.0,4.9,10,21,2026-03-20,0.06896551724137931,202000.0,5858000.0,0.0,4.9,10.0,1.0,29,0.25788071477756375,0
3133029193,Giày thể thao Nike Revolution 8 Women's Road Running Shoes,Giày chạy bộ nữ,Thành phố Hồ Chí Minh,Còn hàng,1909000,1909000,0.0,4.2857142857,7,19,2026-03-20,0.0,0.0,0.0,0.0017340727226748073,4.2857142857,7.0,1.0,29,0.0,0
3133030071,Giày thể thao Nike Run Defy Men's Road Running Shoes,Giày chạy bộ nam,Tây Ninh,Còn hàng,1759000,1759000,0.0,5.0,15,45,2026-03-20,0.27586206896551724,483862.0689655172,14032000.0,0.000784144596263551,5.0,14.758620689655173,1.0,29,0.6489855668732952,0
3133030185,Giày thể thao Nike Interact Run EasyOn Women's Road Running Shoes,Giày chạy bộ nữ,Tây Ninh,Còn hàng,2349000,2349000,0.0,5.0,1,5,2026-03-20,0.0,0.0,0.0,0.0017322117995919024,5.0,1.0,1.0,29,0.0,0
3133035174,Giày thể thao Nike Pegasus 41 Women's Road Running Shoes,Giày chạy bộ nữ,Tây Ninh,Còn hàng,3829000,3829000,0.0,5.0,2,12,2026-03-20,0.034482758620689655,132034.4827586207,3829000.0,0.0017290910564566242,5.0,2.0,1.0,29,0.18569533817705186,0
3133036422,"Túi xách Nike Brasilia 9.5 Training Duffel Bag (Medium, 60L)",Túi thể thao,Tây Ninh,Còn hàng,1199000,1199000,0.0,4.8666666667,14,62,2026-03-14,0.0,0.0,0.0,0.0,4.8666666667,14.0,1.0,20,0.0,0
3133036830,Áo thun tay ngắn Nike Sportswear T-Shirt,Áo phông & Áo ba lỗ,Tây Ninh,Còn hàng,919000,919000,0.0,5.0,1,19,2026-03-20,0.06896551724137931,63379.31034482759,1838000.0,0.001050617237627106,5.0,1.0,1.0,29,0.25788071477756375,0
3133039184,Giày thể thao Nike Pegasus 41 Women's Road Running Shoes,Giày chạy bộ nữ,Tây Ninh,Còn hàng,3829000,3829000,0.0,5.0,3,19,2026-03-20,0.06896551724137931,257448.27586206896,7466000.0,0.0017290910564566242,5.0,3.0,1.0,29,0.25788071477756375,0
3133042068,Giày thể thao Nike Pegasus Trail 5 Men's Trail Running Shoes,Giày chạy bộ nam,Tây Ninh,Còn hàng,4109000,4109000,0.0,4.7777777778,18,55,2026-03-20,0.1724137931034483,708448.275862069,20545000.0,0.0010406089240607246,4.7678498986034485,17.275862068965516,1.0,29,0.46820062223377973,0
3133042569,Áo ngực thể thao Nike Indy High Support Women's Padded Adjustable Sports Bra,Áo lót thể thao nữ,Tây Ninh,Còn hàng,1119000,1119000,0.0,5.0,7,36,2026-03-20,0.06896551724137931,77172.41379310345,2238000.0,0.0017256787156019846,5.0,6.724137931034483,1.0,29,0.25788071477756375,0
