segment_id,product_count,dominant_category,avg_selling_price,avg_discount_rate,avg_rating_score,avg_review_count,avg_cumulative_units_sold,avg_daily_units_sold,avg_daily_revenue,avg_total_period_revenue,avg_stock_availability_rate,avg_sales_volatility
1,9,Quần Short thể thao nữ,1597888.888888889,0.0,4.743407295122222,13.666666666666666,62.888888888888886,23.833333333333332,33123527.777777776,98846555.55555555,1.0,38.016176872789266
2,39,"Tất, Găng tay thể thao và đồ bảo hộ",1319410.2564102565,0.0014321934314715506,4.778974813317949,51.333333333333336,251.0,0.5144822512196517,492967.6637097061,12973128.205128206,0.9106401997648681,1.2795986350301054
0,645,Giày chạy bộ nam,2065082.1705426357,0.0048283313545792045,4.806820673418915,7.734883720930233,32.7937984496124,0.175927872695265,320354.2077057087,7039246.511627907,0.9936445941562296,0.48746763721136
