review_id,product_id,date_key,review_date,rating,review_comment,sku
REV_07149,2862908649,20260307,2026-03-07,1,"Trải nghiệm mua hàng online tệ hại nhất của tôi trong vòng 5 năm gần đây. Shop không cho đổi trả vì lý do chất lượng sản phẩm. Tôi đã gửi tất cả yc về khui hàng, ảnh video nhưng nhận được cách xử lý vô cùng tệ hại. Tôi đã quay lại lazada sau gần 1 năm nghỉ mua. Nhưng sau lần này tôi sẽ say goodbye vĩnh viễn với nền tảng này",
REV_07150,2863046063,20260307,2026-03-07,5,,
REV_07151,2994734437,20260314,2026-03-14,5,,
REV_07152,2994839355,20260314,2026-03-14,1,áo xỉn màu rất tệ,
REV_07153,2862897703,20260228,2026-02-28,5,,
REV_07154,2994821392,20260314,2026-03-14,1,áo màu bị xỉn rất cũ,
REV_07155,2994921303,20260307,2026-03-07,5,,
REV_07156,2863029144,20260307,2026-03-07,5,,
REV_07157,2994987235,20260228,2026-02-28,5,"tốt ôk ok [TB] Chung tay vì một cộng đồng không ma tuý, toàn dân hãy tố giác tội phạm, tệ nạn ma tuý đến số hotline Cục trưởng Cục Cảnh sát ĐTTP về ma tuý: 0769040404. Bảo mật tuyệt đối người cung cấp tin, thông tin giá trị sẽ được xem xét khen thưởng.",
REV_07158,2748356169,20260307,2026-03-07,1,"Hàng lỗi, size bị chật xong trả về để lazada kiểm tra chất lượng nhưng không trả được do chất lượng không đủ.",
REV_07159,2748373119,20260228,2026-02-28,5,hàng chính hãng phom giày nhỏ nên tăng size,
REV_07160,2994665532,20260228,2026-02-28,5,,
REV_07161,2748069994,20260307,2026-03-07,5,"Lần đầu mua giày của Nike ở trên này, chắc phải dùng một thời gian thì mới biết được có oke không, cơ mà trước mắt là ưng",
REV_07162,3133011670,20260307,2026-03-07,5,Ngon á,
REV_07163,2862889749,20260228,2026-02-28,5,,
REV_07164,2748113966,20260228,2026-02-28,5,,
REV_07165,2994719455,20260307,2026-03-07,5,,
REV_07166,3101944431,20260228,2026-02-28,5,"Chất liệu FlyTouch Lite, chuẩn ok tốt",
REV_07167,3215103754,20260228,2026-02-28,5,Ok,
REV_07168,3132909501,20260307,2026-03-07,5,Tôi đặt size 8.5UK mà hàng nhận lại là 7.5UK ạ. Có thể đổi lại được không ?,
REV_07169,3132976303,20260307,2026-03-07,5,"Hình thức đẹp ,gom giày hơi ôm so với cung loại kích cỡ , nên giày fom này nên tăng hẳn nên 1sizse nhé các bạn",
REV_07170,3132951365,20260307,2026-03-07,5,,
REV_07171,3101909586,20260228,2026-02-28,5,,
REV_07172,3133066061,20260307,2026-03-07,5,"Cấu trúc nhẹ nhàng, Lớp đệm foam giữa tạo cảm giác thoải mái. Có miếng da lộn. nên cẩn thận khi bị dính nước",
REV_07173,3132956392,20260228,2026-02-28,4,order one size up. front fits a bit tighter than usual,
REV_07174,2994977252,20260307,2026-03-07,5,,
REV_07175,3102017083,20260307,2026-03-07,5,"Xứng đáng đồng tiền ghê mang rất là êm. 
Giá lại hợp lý, mua dịp sale lại quá hời",
REV_07176,2994741414,20260228,2026-02-28,5,,
REV_07177,3102041024,20260228,2026-02-28,5,hàng đẹp và chuẩn.giá còn rẻ hơn mua tại cửa hàng nữa.đã mua rất nhiều lần và  sẽ còn ủng hộ shop dài nhá,
