segment_id,selling_price,discount_rate,rating_score,review_count,cumulative_units_sold,avg_daily_units_sold,avg_daily_revenue,total_period_revenue,stock_availability_rate,sales_volatility
0,2069068.64274571,0.002304001384623117,4.808791346372025,7.282371294851796,31.28393135725429,0.25952353670211636,425382.46410189325,6791120.124804991,0.9931630734086213,0.5873420859513965
1,1785833.3333333335,0.0034049240440020955,4.698444276030483,16.666666666666664,76.16666666666667,38.083333333333336,63234833.33333332,126469666.66666667,1.0,53.62226423997985
2,1404543.4782608696,0.0004599251855031577,4.7921049064781664,48.39130434782608,230.41304347826093,0.4453670531256738,451729.8164590143,11772000.0,0.9134754412115732,1.1329816712750753
